data,vendas,feriado
2024-10-20,1463.54,0
2024-10-21,1038.5,0
2024-10-22,1201.52,0
2024-10-23,1110.98,0
2024-10-24,1272.38,0
2024-10-25,1328.36,0
2024-10-26,1549.8,0
2024-10-27,1486.76,0
2024-10-28,1166.12,0
2024-10-29,1182.39,0
2024-10-30,1259.98,0
2024-10-31,1227.67,0
2024-11-01,1317.75,0
2024-11-02,1155.5,1
2024-11-03,1371.37,0
2024-11-04,1191.7,0
2024-11-05,1242.54,0
2024-11-06,1163.16,0
2024-11-07,1307.44,0
2024-11-08,1349.5,0
2024-11-09,1472.29,0
2024-11-10,1349.04,0
2024-11-11,1081.85,0
2024-11-12,1159.79,0
2024-11-13,1243.26,0
2024-11-14,1182.04,0
2024-11-15,944.32,1
2024-11-16,1382.28,0
2024-11-17,1373.28,0
2024-11-18,1130.85,0
2024-11-19,1329.75,0
2024-11-20,1119.2,0
2024-11-21,1318.97,0
2024-11-22,1298.48,0
2024-11-23,1473.02,0
2024-11-24,1384.33,0
2024-11-25,1142.82,0
2024-11-26,1165.85,0
2024-11-27,1281.27,0
2024-11-28,1195.61,0
2024-11-29,1349.94,0
2024-11-30,1402.37,0
2024-12-01,1366.47,0
2024-12-02,1044.85,0
2024-12-03,1195.58,0
2024-12-04,1274.12,0
2024-12-05,1211.94,0
2024-12-06,1263.96,0
2024-12-07,1368.11,0
2024-12-08,1350.48,0
2024-12-09,1007.95,0
2024-12-10,1108.05,0
2024-12-11,1195.76,0
2024-12-12,1290.67,0
2024-12-13,1439.47,0
2024-12-14,1395.15,0
2024-12-15,1445.93,0
2024-12-16,1113.92,0
2024-12-17,1149.74,0
2024-12-18,1204.33,0
2024-12-19,1211.67,0
2024-12-20,1274.2,0
2024-12-21,1402.72,0
2024-12-22,1273.02,0
2024-12-23,1004.01,0
2024-12-24,1195.57,0
2024-12-25,779.55,1
2024-12-26,1170.21,0
2024-12-27,1266.33,0
2024-12-28,1473.4,0
2024-12-29,1366.45,0
2024-12-30,1056.22,0
2024-12-31,1229.15,0
